id,uid,source_dataset,source_url,artist,genre,style,row_idx,local_relpath
10,wikiart_0000010,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/10/image/image.jpg?Expires=1772117701&Signature=O7O249tDRRBFF~cpnj6ccZCaYsNpFCEd4xH9y5sQhXOaTfYpYym-aYEIHKb1QCWm1oPoG1S8eDxbFix1fH3aECLVjdMtV4n2X3MybyrBBOdCyKgujcsQ9ckbpOdLX0k6axES6sFE5LCiev~wSjfEwquy5R5pfE4y5SUrLWYCbIrrzZC~H4aALIHXt0v535Hm2lHVSuR46X377o7wqDPJU3RLv1QzJnNS3tqTIK25G1N-Wmw8vmh3KHFUJA228kWYd-YS34IpGUKjNjTWBnr4B0CSy-MSYR5bB6MmwZqZ-Hq--PXoF2BhciEyLFabX5rE4diLQXm0o0CLEbwbtoVutw__&Key-Pair-Id=K3EI6M078Z3AC3,9,4,23,10,raw/wikiart/wikiart_0000010.jpg
11,wikiart_0000011,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/11/image/image.jpg?Expires=1772117701&Signature=K0RT8h~t8MLxAfICyySI6cZ~qo1VRC9cba-miHar1QS1p6v9CRk9re~RNSeGe82g5bfnkyfomd-~QwJYLOL7rpQzWvK08sRevEqB4INpVpM9tKrp7GWtMWPrIrwFA5xOI2U3pPehWvW8G~OjjhlAbIEixxdlhkuMXx6Zf9bRkthvCU8COXjxgjnXUikPFY9sqNaracPeyfYIcdD8xSUNT6RDhmb4cFRigK-h~TrDnaKb4b7dUjQSrJsuUzWcw4fMT7H9LUnke-9wcXzUYFW-zxlMrrp8iXYZe5N5OGaPJD9hfh8QkdQk~snFed0~JGsgs582OXevJseW642grREedg__&Key-Pair-Id=K3EI6M078Z3AC3,14,2,24,11,raw/wikiart/wikiart_0000011.jpg
12,wikiart_0000012,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/12/image/image.jpg?Expires=1772117701&Signature=ybmPdR1VgRdzxRL~eezFcdFStGfTKcaj3m0E5pF8~fY4BFCno7bxJrWnKOlATdhgcHNnKcq7ZGWhG9s85njscgnaTF2ZqZ8zh5VpieKvEGFbB9Tsuvl8d00q5ENH87G~EVx~OqMA2QpH8WoHwMWRORktg0DN4~UxQW5riMNEmdSGAHXd5pIH-oG7w7XuS9z-GTX50LYEtOmCxh-gnpvBILZjqlnQ61Uld~V-aZEuDFMcSQfKuwZJmvqz41q0FowQ6BCt9T1Trg6ISYF7tEPRssh9gY8~X1qm69f0FlXfTArtunCYdulGacRhrzp6FKk5VpIbQlImFd2gIEKwGV0HHw__&Key-Pair-Id=K3EI6M078Z3AC3,14,4,24,12,raw/wikiart/wikiart_0000012.jpg
13,wikiart_0000013,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/13/image/image.jpg?Expires=1772117701&Signature=RVIlbcPn1nROGQR0beizt9COSrrxxBACvy4jayJVq-V1Pue~eGTOk0vgsJ7auOzc2TOGl6Np1PmRjln8JcsXFOdrIvJ-yKjEp7eks2IdrAAURSHhBz~noeuMyx-c4YSxe3tINKqG4RGMB2pL0lrAwVs3TNnwmtQtslo53pFhUac3Df0h6Q4EQYCIXeiFul8ldOacECHrvmNy3J1bWG~Y-S2ZmBfpV8WRgQSGh~q2IdhSNkr9ijwXl0j0E3hMRMp9b9qyl54GQMuwSg4qqpqXLtsOqwY0cMcZj3kSiO~ZXaI7mvgCoSaXKUbncmAKPu-kB9R9O26AwWnbSV-LRTC2NQ__&Key-Pair-Id=K3EI6M078Z3AC3,1,6,21,13,raw/wikiart/wikiart_0000013.jpg
14,wikiart_0000014,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/14/image/image.jpg?Expires=1772117701&Signature=qyGbtmk-bnNHXNkwgUogglm45vz~TxrV794AFbfrXGISWmFiyYBlkONQYNsjxEQDn4P-aEHvYxDAQnS5JCFHfxMb98HHh9bodjIJGoXUKH1DKyQEUVfVU9a4nt4mFfDutJW0DPak~KHxOW3wtILppmFr6vN3NSdEMgkcSIsrhc-f9~ZpFARcvntD39E2swqBtWyESsFysELYjFtDMMMSDzsQrD7DRhnGMj6icHGD45yD19dzzhPMqQuTuqp9WYd8-lITHJs8Kh7mf71PuIfnI~XoHMo7-1w8ga45Bwrb77cHRL8mf7mufb6z6UvWMoL1GpiKfNhe6twW7UIXv0oYgw__&Key-Pair-Id=K3EI6M078Z3AC3,17,6,12,14,raw/wikiart/wikiart_0000014.jpg
15,wikiart_0000015,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/15/image/image.jpg?Expires=1772117701&Signature=aPLJL~LoHueCHd0tlHKWakvTwOgrrxQptUERm0~RZ99c7-tpVNweAtl1QaJRBd2GI0L3Lf57ctx9xIp1L7TR6M8SltxLjQmsJWNcqU7yjRaPOsCRjNBb-jjPHip6iumtdQmqp63i7f~KmG9I7ZHnYPERbr9QM4u6o-sy30FW3Bc4zoat6pA3SHWbbDTIqy736MAk6kAAecum3m3n-Cenz4gz30rLiN5IKuXcApBgY6GpaxacPuU4bEa656S1XEjx~YnUd34sPJ1v7EnfsoeAD6vMpWqHyo3Jg89h3jPAMoK3wCR87R~s-HY1RCV5PDMZU4huu8ybj3gOWwVlcJ8Ukg__&Key-Pair-Id=K3EI6M078Z3AC3,12,9,15,15,raw/wikiart/wikiart_0000015.jpg
16,wikiart_0000016,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/16/image/image.jpg?Expires=1772117701&Signature=rAk4NnndQIRtddlCmF-kZxPwMJ~IuYUXNYqLF1~BBc5WxDkitrBvhSz287WdWt8ja~K7Hs8s0k7GvR7rEFw4cdoq0uJ4KnulsrjbfwQj0W1cCg7c4SJ1loLBgsyXQelzt152gtqD7WZ9wosGQnwlaOjteQuT7Wy8eF0VplFRce4FuiTozi0edrsanKDl8~XMkSqmhYm5vt3V4g9ve4rSsjzMMeVx-1dPAGqeTVbzO5ZkPLln0uEKPduVviDIxuyQxaj0PusFpbPOO48rQiYa5EQ0NExVASuooU6hjQ3IqVezi8Kyz~EFAD-fwMqH7sGpud-t0xR55PPUkaNfh2heLg__&Key-Pair-Id=K3EI6M078Z3AC3,22,8,21,16,raw/wikiart/wikiart_0000016.jpg
17,wikiart_0000017,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/17/image/image.jpg?Expires=1772117701&Signature=vo6~2F84Aqu~2SFKTq8RkZv2vrZ~ZlOnaRGcLUJHDk0SSivKs98n998VX~E-kGZXPRlzdxIiZUC903bfcvnSziU0A4rgoibCx~tvesN8ZAjn56bUDvZ1H0rNvMqEnjysgFr0-BnfT7f2usTbN7skneVvJOBTI45cIqeKsn43lZvlXATR-88PFFQKYJcNWUfJqTa66vsLZ8pJzt07uXQYbGhF6G3sy0bJM05yAe5MxcWFBiAhxSEsFk8sqlbCXyy-aqKA65qSAkcCXZpnr~y~DxACBzxnoAaBfEqpLPaQ9Zyh~yyCHzr3dB9BSZ7VhxckfMfqv-FTkzNaMOM4rDgy~Q__&Key-Pair-Id=K3EI6M078Z3AC3,7,3,23,17,raw/wikiart/wikiart_0000017.jpg
18,wikiart_0000018,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/18/image/image.jpg?Expires=1772117701&Signature=y2ExVHtfvvrahl1nAxrYyjrWc31b9ltGWiglWIvEX7cWDajtHcOnXHWes-lOn45urbKWRKmz1A1oRdNVu8sc6sFunsVdktWoPjQOVQcXOgBMlMmPLV0cucBy6bDQV-pSQHRRl1qaGyCM5A-ivDmy6P4AYl717wHLqHXKr1Ks-mFoCaFIhqvEEyHiZG4mwBPOR0n~VP16Q0-q10723qOKBiJ-Q1on4VwlfG~Zwinusk-jluLt5UvZWrQF0--tKwgujZcojzF5p-ihMX29lHNxa24a1TaOoZpTHSEszpYT~acQHo8If8ouPR9Z~QKXlzLZqy6Y4q35DxPvjYj6oWIBpw__&Key-Pair-Id=K3EI6M078Z3AC3,9,4,23,18,raw/wikiart/wikiart_0000018.jpg
19,wikiart_0000019,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/19/image/image.jpg?Expires=1772117701&Signature=HXbLGFg6l80~Eb9TiXUKWrAKYiF-9~yjU21L1H0FCt99nrbrl3jjENiF9EbBmCwXqpf0o~497RVjPv3684RNU-YLw801rPGmWCXwuf2O7auifnpv3jOJLZOeYGvoSCIYwhoyluOZTTGWDDnPNHHHjaYG49P43R0dw42-6k3MDcMuIt87leesqHIl7Dr-2xXneaHron-hiRYgYhho8Wkt7H9nLw9phOuyGKVVChR~9N-06~HtyCVCoD7eU7ZsUHs6RmZHtC63bBVyfl37RAlQ4k5A0mSGnn~2j12A5d1ub9CqIC6Vi3eQjZiCKJgaosR-j27pPNwALHETlaSAy~NppQ__&Key-Pair-Id=K3EI6M078Z3AC3,7,3,23,19,raw/wikiart/wikiart_0000019.jpg
20,wikiart_0000020,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/20/image/image.jpg?Expires=1772117701&Signature=vGkUvLn0FumGSzgUMz6wed4~wmTnQ27nM6iPiFLJ5~y2Nek8Hx7KthEAUTvauQt2E3w7FskNpYLZ1I2CNfUozddLYvkOsetVk-~w8z77hiDoRW8-TTi9ioT2xiBz-xmRKV9Tl1C7NIgtVCHqylzj8fTqpZTdhL~33tbTk1if~rgGm9kOpM8l0sriPzCm6GpD38es9rteZhy63dHVkOVoa4AbFKrEQp7ycz084BPLGjZa7YAHkUg1mM3Up1VXC9~iq-Ppkrdz5B8H0~uKyXkiXIqVcrC6~e068YVE2HbgQzOLRUIthJh2f8vxoG1qI25O5i~wxxGs9yuNmMxuPaFldg__&Key-Pair-Id=K3EI6M078Z3AC3,20,8,4,20,raw/wikiart/wikiart_0000020.jpg
21,wikiart_0000021,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/21/image/image.jpg?Expires=1772117701&Signature=pdU2EFTv93yKvzAdqoSXfsM2MezoClyukQmBxw4mciCD1XT4PwCCiwvQMF2xa3922QeHChErJhuAH~UzjHOuxvrwIl0RQkQiduBAzU9pj22aAvAPMG6iLFV8FG7hB8PrCfADhfdCiOlqZMxXEpdrVjdRCn1zTEPV61irE1puOUZGsNPjUIxTS3vjrW8GEticUTUL8FRR8Q~u8kP8JSsktohG2iboA7~qOvw7p0bufbH58A0e0LSxijoz9dFOvFwENDyQ2FE-W3H~om2lRiNhCccSyDdtMkByQPTiPQVLb45aHGk8ORglK6MyWhWGJdPRzoFo~ZSdEoNk5rpctPXHMw__&Key-Pair-Id=K3EI6M078Z3AC3,18,4,21,21,raw/wikiart/wikiart_0000021.jpg
22,wikiart_0000022,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/22/image/image.jpg?Expires=1772117701&Signature=IsFhR-AOOCUA2JHZIo6k5oPznfaNd6-JCJf8tOy3mafQMbIAxPplwE0tN24dSIaL6vo0QbX~I0hp7lrsGCdaV1ZlJQprMvAHyyRBltj0HwvwfK4~GN63v2KoqmGxzRjO7C7JWczQUa62379sfjnVcHfGqLLIZ4rJxsZHlyAuUyN6-h7Lh2PDTDI~wDPU8krxS7JU4M8gUNmi9knz2ByWf05hGwnQ1c5SF13AH8v6-MCfDhuDYt2QDw217Y1jdfc-U-vZ3MhiDCijQN5zFTun4RspOJv9T7bNLOsPhDecJthVMBeu3OJnlIw8kCOYlmt7doXjxU5DDrRA1LgSvfcmIw__&Key-Pair-Id=K3EI6M078Z3AC3,17,1,12,22,raw/wikiart/wikiart_0000022.jpg
23,wikiart_0000023,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/23/image/image.jpg?Expires=1772117701&Signature=hBk8Z1aMI0JK8fDMnlbF5OtJyLIZPJucilvKBlstRZ40NZMMw37qqgzBrHBYAj1nljqmanxIR-wJhQ6ocGx8BXK7wMlJRf7b7zSoaHYReKCYOnMVT9SeVpTdE7TPBNS2b-bSonW4hLwjj31Npj9QUmZdnAuN33-CQDcRQFyGR58gD5EfPhdddatoLueaEisMyWB6IxglfZUgeoFC~tp0lQWYsPff7cQ2AotX6UR9amQ38BFx5aOh7ahcgP772ejmn9mrhzMgL1uQoW5lgFhkyoUXtYmCiwA4cdSo66zNOevK~8zQ8jsbakxfNNm0GRFPV-Y4nzK4mhxa9KMcWSR7jg__&Key-Pair-Id=K3EI6M078Z3AC3,13,8,9,23,raw/wikiart/wikiart_0000023.jpg
24,wikiart_0000024,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/24/image/image.jpg?Expires=1772117701&Signature=S0vOP2rYpRmvoqjmb-XSRpRVuUGmHOBSXpboo~1S2uZcBw9UTSJtyMP7j1DclzsIdKxxsLizHi5UPnnR50MO0RZlKNqHL9b8VwbN9XpMhN5fBQTx20EBxjOZtp-3RSNo6usNjeKdj6zCW6PxfBWKTLxqKBvnpOdTndgAC8--QDCZLch~mKGVW~5FI6cS5M6JTEVNEuDRBHAgaB841FZIeSHVGDOny-AbQgjj4CjkhqmcRSsu5l18zC5QWfdUyog1f6Ctl2eND-i6xiJtdVctMR3FouUe05OK~vZ7S6WwJEh~OhOWMh0qme47Te2w~vRWPArwgIlW9V6noJDV0kyi1g__&Key-Pair-Id=K3EI6M078Z3AC3,20,6,4,24,raw/wikiart/wikiart_0000024.jpg
25,wikiart_0000025,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/25/image/image.jpg?Expires=1772117701&Signature=Mtmc0ommJlKNKAip8FdcD0jhiGVsokwXgVBBKyPsFvhgBmpEEnW5b5~kPIv7H6CfMIUWb6Eac7y1gphOc8aHi41eYVVCv6CgoRKj-9u1YkjAkShAcrq30fGaMlygQGQ-ZWeS2yWQQ6fVJmlzHGRJDylzqochq9lHWw8NVEURMyjU2Zyq1jU4DktW7fxR7iwYCeBOQUlAFGBSR86EGwdxl150GlRcuTMEu4cBAoZmGEd~6AXuHuuq8ShUUyThJ9s8MiFPBPMsYik7n0JODV~1wkxqHBVIVrZ3JCEZ~lQzmuDpjZ0zQBBPid8j9e9Uf933hKhs8P7XKhTRlXFCUoo~IA__&Key-Pair-Id=K3EI6M078Z3AC3,4,1,12,25,raw/wikiart/wikiart_0000025.jpg
26,wikiart_0000026,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/26/image/image.jpg?Expires=1772117701&Signature=cFMzCXqYxZDWgbKA32HwDlzAYZfWcyPTy25PSaZShIfKDfd-NYk-4cOT1Pr-oCD9m8TWBnHSZRk29i63oTqeNBT~EG7vpLK5UwS9two2pBQ2wFzfLdxY5Pn8yU9n0BWLYtdEusi2gY~O2EQ3Y~C7nee8e58cMwDRemg8u8~dng1-VZ-x1z5VKCid6QvjidmFc6S9K9KUo1Lbzdz9GkYZ07MJ1mqzjLFrhmGSiC~ULVyDv8Yanc81iiwVeM2Vhf9TkPVdfth1F9PgQwWFwpd1BaggX5L8t6iKHU6iZrVMSUQswQgYSR8EB3NTI5HhNgANECBmYsNsoaiT1OOHpV6Ngg__&Key-Pair-Id=K3EI6M078Z3AC3,14,4,24,26,raw/wikiart/wikiart_0000026.jpg
27,wikiart_0000027,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/27/image/image.jpg?Expires=1772117701&Signature=AyP7GdcgEfH42ilMEV0dks3crfuQI139TCBcQVKLLLqZ-wvcba1jqzd-tCHDXM4aP7VCo3hIWKMuQGMdawnpd-1aJwOrpnCoDd9MTGVUII0f7jVMVPChOA-rdZqyYHLzE-Oau8AuA~vNOi-PisXmyW71FW0-5ztUQWriKwsGKuYsLGKe7Ol~wY~IR9WQUIFjTzX3e9ycr0NDqbqPavbhzdxfn3uB6knSHsCpJD-SQ-gxgBQsJ3XZFy13OiZXYqdtIYJE1IsS4l70aEniBQymSmYo65Iyw9ykuCdU6~ztnMr0YIDjPBL3Pls4VL0JRVO3VdzIMpXfFLXbKM6NzfFQSQ__&Key-Pair-Id=K3EI6M078Z3AC3,13,10,9,27,raw/wikiart/wikiart_0000027.jpg
